Date,Occupancy,Temp_C,Energy_kWh,Cost_CAD
2018-06-02,173,15.6,5175.35,776.3
2018-06-03,147,15.8,4778.15,716.72
2018-06-04,177,18.7,5005.63,750.84
2018-06-05,186,23.0,5477.68,821.65
2018-06-06,145,24.4,4814.77,722.22
2018-06-07,182,19.0,5285.45,792.82
2018-06-08,197,16.6,5208.32,781.25
2018-06-09,162,22.5,5007.44,751.12
2018-06-10,207,18.4,5512.7,826.91
2018-06-11,189,19.8,5215.77,782.37
2018-06-12,174,27.4,5006.91,751.04
2018-06-13,185,25.7,5345.89,801.88
2018-06-14,196,23.2,5459.23,818.88
2018-06-15,190,17.7,5274.12,791.12
2018-06-16,199,23.9,5421.71,813.26
2018-06-17,178,27.5,5147.27,772.09
2018-06-18,196,21.9,5149.93,772.49
2018-06-19,174,29.1,5542.75,831.41
2018-06-20,195,29.0,5760.59,864.09
2018-06-21,184,30.7,5891.72,883.76
2018-06-22,188,25.5,5336.62,800.49
2018-06-23,219,26.8,5843.43,876.51
2018-06-24,218,30.3,6036.29,905.44
2018-06-25,213,26.6,5556.67,833.5
2018-06-26,188,23.0,4835.63,725.34
2018-06-27,201,23.3,5400.42,810.06
2018-06-28,226,26.3,5842.91,876.44
2018-06-29,211,20.3,5322.77,798.42
2018-06-30,245,25.0,5682.71,852.41
2018-07-01,218,30.2,6119.88,917.98
2018-07-02,216,17.1,5428.11,814.22
2018-07-03,210,32.2,6178.05,926.71
2018-07-04,218,30.7,6344.82,951.72
2018-07-05,214,24.5,5237.32,785.6
2018-07-06,229,28.6,5921.65,888.25
2018-07-07,234,26.6,5894.85,884.23
2018-07-08,209,31.6,6258.9,938.84
2018-07-09,202,30.7,5656.02,848.4
2018-07-10,195,21.3,5537.88,830.68
2018-07-11,232,29.4,6134.11,920.12
2018-07-12,209,26.3,5627.34,844.1
2018-07-13,194,27.5,5548.06,832.21
2018-07-14,233,24.4,5685.13,852.77
2018-07-15,266,34.4,7003.41,1050.51
2018-07-16,230,31.6,6101.33,915.2
2018-07-17,243,24.6,5921.42,888.21
2018-07-18,233,22.3,5588.87,838.33
2018-07-19,231,26.1,5745.24,861.79
2018-07-20,248,29.5,6676.29,1001.44
2018-07-21,230,28.7,6107.84,916.18
2018-07-22,240,32.8,6549.34,982.4
2018-07-23,241,31.0,6502.64,975.4
2018-07-24,228,31.8,6038.86,905.83
2018-07-25,253,29.2,6586.89,988.03
2018-07-26,237,22.4,5312.16,796.82
2018-07-27,229,27.2,5803.36,870.5
2018-07-28,249,32.2,6437.66,965.65
2018-07-29,228,27.8,6040.49,906.07
2018-07-30,243,30.0,6310.22,946.53
2018-07-31,243,26.7,6005.74,900.86
2018-08-01,260,23.9,5993.64,899.05
2018-08-02,252,27.5,6035.78,905.37
2018-08-03,245,29.2,6012.82,901.92
2018-08-04,258,25.3,6191.76,928.76
2018-08-05,268,27.0,6415.73,962.36
2018-08-06,256,24.1,6209.73,931.46
2018-08-07,248,32.3,6384.27,957.64
2018-08-08,229,26.6,5979.8,896.97
2018-08-09,233,33.6,6395.8,959.37
2018-08-10,245,33.8,6761.65,1014.25
2018-08-11,241,27.3,6206.96,931.04
2018-08-12,248,23.5,5875.76,881.36
2018-08-13,252,19.2,5795.07,869.26
2018-08-14,259,21.5,6063.64,909.55
2018-08-15,251,21.8,5932.54,889.88
2018-08-16,259,32.8,6549.64,982.45
2018-08-17,253,27.6,6004.55,900.68
2018-08-18,223,28.6,5920.39,888.06
2018-08-19,239,18.1,5936.81,890.52
2018-08-20,251,22.1,6007.47,901.12
2018-08-21,235,30.3,6048.25,907.24
2018-08-22,263,27.8,6145.16,921.77
2018-08-23,277,25.9,6519.28,977.89
2018-08-24,272,28.7,6309.42,946.41
2018-08-25,251,32.8,6647.16,997.07
2018-08-26,277,25.2,6184.16,927.62
2018-08-27,257,26.3,6385.75,957.86
2018-08-28,249,26.6,5969.73,895.46
2018-08-29,245,35.3,6863.44,1029.52
2018-08-30,250,17.1,5852.73,877.91
2018-08-31,249,28.1,6235.63,935.34
2018-09-01,257,24.8,5734.6,860.19
2018-09-02,257,27.3,5891.59,883.74
2018-09-03,254,22.2,5833.92,875.09
2018-09-04,261,24.5,6090.17,913.53
2018-09-05,272,27.4,6214.39,932.16
2018-09-06,268,36.8,6884.42,1032.66
2018-09-07,231,27.4,6037.76,905.66
2018-09-08,215,20.6,5541.93,831.29
2018-09-09,267,22.1,5982.84,897.43
2018-09-10,232,21.7,5753.03,862.95
2018-09-11,249,16.2,5638.37,845.76
2018-09-12,234,21.8,5603.61,840.54
2018-09-13,225,25.8,6023.39,903.51
2018-09-14,259,17.6,5929.75,889.46
2018-09-15,262,26.7,6245.42,936.81
2018-09-16,242,24.2,6177.27,926.59
2018-09-17,211,19.1,5205.6,780.84
2018-09-18,241,21.2,5849.96,877.49
2018-09-19,255,28.0,6498.37,974.76
2018-09-20,226,24.3,5618.17,842.72
2018-09-21,250,21.1,5953.94,893.09
2018-09-22,247,19.9,5646.2,846.93
2018-09-23,255,20.9,5774.49,866.17
2018-09-24,248,18.3,5861.74,879.26
2018-09-25,231,11.7,5940.87,891.13
2018-09-26,262,28.0,6492.87,973.93
2018-09-27,241,20.2,5965.94,894.89
2018-09-28,243,20.9,5741.38,861.21
2018-09-29,228,18.8,5773.04,865.96
2018-09-30,235,15.8,5624.59,843.69
2018-10-01,227,17.7,5718.81,857.82
2018-10-02,237,11.8,5908.23,886.23
2018-10-03,265,27.0,6352.18,952.83
2018-10-04,217,12.7,5689.99,853.5
2018-10-05,213,13.2,5319.97,798.0
2018-10-06,258,15.3,5770.82,865.62
2018-10-07,232,22.0,5651.38,847.71
2018-10-08,224,16.6,5298.91,794.84
2018-10-09,249,11.3,6151.74,922.76
2018-10-10,223,20.9,5672.23,850.84
2018-10-11,259,18.6,5968.58,895.29
2018-10-12,240,17.5,5551.83,832.77
2018-10-13,222,17.9,5738.02,860.7
2018-10-14,260,24.3,6334.84,950.23
2018-10-15,218,23.2,5525.07,828.76
2018-10-16,237,11.4,5972.14,895.82
2018-10-17,229,20.3,5634.76,845.21
2018-10-18,243,15.1,5872.78,880.92
2018-10-19,246,15.2,5799.62,869.94
2018-10-20,222,6.2,5968.55,895.28
2018-10-21,209,11.9,5712.93,856.94
2018-10-22,226,9.1,6236.87,935.53
2018-10-23,207,15.3,5193.99,779.1
2018-10-24,246,16.0,5768.06,865.21
2018-10-25,217,3.1,5882.16,882.32
2018-10-26,208,11.0,5848.0,877.2
2018-10-27,215,15.3,5402.56,810.38
2018-10-28,191,9.7,5271.71,790.76
2018-10-29,195,13.1,5475.02,821.25
2018-10-30,226,11.2,6048.41,907.26
2018-10-31,197,10.9,5597.45,839.62
2018-11-01,190,8.1,5579.4,836.91
2018-11-02,212,4.0,6025.13,903.77
2018-11-03,221,4.1,6267.28,940.09
2018-11-04,212,11.1,5513.76,827.06
2018-11-05,215,8.1,5797.66,869.65
2018-11-06,187,7.1,5494.81,824.22
2018-11-07,176,5.7,5337.22,800.58
2018-11-08,218,5.8,5896.55,884.48
2018-11-09,189,11.0,5577.82,836.67
2018-11-10,189,5.1,5759.14,863.87
2018-11-11,211,0.8,6196.49,929.47
2018-11-12,198,8.8,5623.66,843.55
2018-11-13,195,4.7,5832.96,874.94
2018-11-14,219,5.4,5857.33,878.6
2018-11-15,176,11.4,5209.2,781.38
2018-11-16,198,4.6,5821.84,873.28
2018-11-17,183,5.5,5634.69,845.2
2018-11-18,185,-0.6,5939.56,890.93
2018-11-19,202,2.9,5889.74,883.46
2018-11-20,185,5.9,5539.16,830.87
2018-11-21,184,-3.0,6461.58,969.24
2018-11-22,191,3.7,5894.17,884.13
2018-11-23,168,3.0,5609.41,841.41
2018-11-24,159,2.5,5441.34,816.2
2018-11-25,154,6.2,5189.45,778.42
2018-11-26,139,3.1,5218.97,782.84
2018-11-27,198,7.4,5708.51,856.28
2018-11-28,149,-2.7,5325.16,798.77
2018-11-29,160,1.5,5296.13,794.42
2018-11-30,158,1.0,5436.27,815.44
2018-12-01,165,-3.8,5855.93,878.39
2018-12-02,171,4.0,5499.12,824.87
2018-12-03,170,9.2,5511.54,826.73
2018-12-04,147,-0.4,5258.96,788.84
2018-12-05,152,1.4,5338.5,800.78
2018-12-06,157,-0.5,5818.62,872.79
2018-12-07,148,-3.9,5670.49,850.57
2018-12-08,174,-8.6,6266.76,940.01
2018-12-09,156,-4.4,6062.79,909.42
2018-12-10,158,-7.4,5806.16,870.92
2018-12-11,155,4.8,5317.0,797.55
2018-12-12,161,-2.7,5691.78,853.77
2018-12-13,145,-3.9,5323.13,798.47
2018-12-14,121,0.9,5105.42,765.81
2018-12-15,145,-7.4,5907.89,886.18
2018-12-16,128,-6.2,5624.07,843.61
2018-12-17,128,-3.1,5495.0,824.25
2018-12-18,144,0.6,5350.16,802.52
2018-12-19,152,-1.7,5496.03,824.4
2018-12-20,132,-3.0,5629.35,844.4
2018-12-21,135,-3.8,5435.22,815.28
2018-12-22,155,-2.7,5714.48,857.17
2018-12-23,131,-3.7,5486.95,823.04
2018-12-24,165,-8.8,6268.55,940.28
2018-12-25,133,-4.7,5673.26,850.99
2018-12-26,97,-9.3,5164.57,774.69
2018-12-27,133,-4.9,5358.42,803.76
2018-12-28,126,-7.3,5658.35,848.75
2018-12-29,139,4.6,5161.91,774.29
2018-12-30,128,-5.9,5458.99,818.85
2018-12-31,115,-11.5,5795.42,869.31
2019-01-01,97,-6.5,5260.1,789.01
2019-01-02,111,-4.0,5275.51,791.33
2019-01-03,100,0.4,5067.49,760.12
2019-01-04,103,-8.7,5338.92,800.84
2019-01-05,119,-12.8,5982.86,897.43
2019-01-06,134,-3.4,5360.44,804.07
2019-01-07,114,-12.3,5767.93,865.19
2019-01-08,89,-8.6,5456.96,818.54
2019-01-09,112,-8.0,5249.41,787.41
2019-01-10,122,-7.3,5480.21,822.03
2019-01-11,94,-4.4,5276.76,791.51
2019-01-12,100,-10.0,5593.2,838.98
2019-01-13,101,-8.4,5334.46,800.17
2019-01-14,88,-7.5,5070.4,760.56
2019-01-15,109,-6.9,5518.38,827.76
2019-01-16,96,-7.2,5428.49,814.27
2019-01-17,103,-5.9,5091.81,763.77
2019-01-18,82,-4.3,4794.69,719.2
2019-01-19,88,-6.2,5155.73,773.36
2019-01-20,105,-6.0,5386.09,807.91
2019-01-21,87,-14.2,5426.24,813.94
2019-01-22,118,-7.7,5606.39,840.96
2019-01-23,85,-6.0,4975.7,746.36
2019-01-24,93,-5.0,4805.38,720.81
2019-01-25,103,-10.7,5420.85,813.13
2019-01-26,67,-10.6,5110.7,766.61
2019-01-27,61,-10.3,4982.09,747.31
2019-01-28,64,-5.9,4681.59,702.24
2019-01-29,105,-3.9,4924.05,738.61
2019-01-30,77,-9.6,5084.54,762.68
2019-01-31,123,-4.4,5542.11,831.32
2019-02-01,75,-7.5,5232.44,784.87
2019-02-02,86,-8.4,5381.36,807.2
2019-02-03,106,-8.8,5305.36,795.8
2019-02-04,112,-4.9,5143.87,771.58
2019-02-05,112,-6.6,5465.59,819.84
2019-02-06,99,1.3,4996.96,749.54
2019-02-07,96,-11.2,5491.18,823.68
2019-02-08,89,-5.6,4806.56,720.98
2019-02-09,91,-9.8,5185.58,777.84
2019-02-10,70,-11.1,5149.08,772.36
2019-02-11,66,-7.6,5027.06,754.06
2019-02-12,78,-6.9,5165.12,774.77
2019-02-13,75,4.3,4536.12,680.42
2019-02-14,70,-8.0,5066.28,759.94
2019-02-15,87,-11.7,5374.21,806.13
2019-02-16,91,-6.0,5249.56,787.43
2019-02-17,77,-15.3,5464.8,819.72
2019-02-18,98,-7.3,5286.7,793.0
2019-02-19,60,-6.7,4813.27,721.99
2019-02-20,72,-3.5,4846.47,726.97
2019-02-21,64,-2.7,4785.42,717.81
2019-02-22,60,-8.5,4971.21,745.68
2019-02-23,74,-6.9,5065.92,759.89
2019-02-24,73,-9.3,5304.51,795.68
2019-02-25,97,-10.6,5453.83,818.07
2019-02-26,84,-4.7,4914.96,737.24
2019-02-27,60,-10.9,5171.26,775.69
2019-02-28,102,-7.3,5113.34,767.0
2019-03-01,93,-9.4,5159.02,773.85
2019-03-02,83,-3.1,4981.29,747.19
2019-03-03,71,2.1,4649.6,697.44
2019-03-04,60,-10.2,4820.78,723.12
2019-03-05,69,-12.2,5136.02,770.4
2019-03-06,91,-5.1,5014.41,752.16
2019-03-07,103,-4.4,5124.78,768.72
2019-03-08,99,-3.4,5252.35,787.85
2019-03-09,68,-5.8,5002.35,750.35
2019-03-10,60,-4.7,4756.47,713.47
2019-03-11,78,-2.2,4755.18,713.28
2019-03-12,60,0.7,4315.32,647.3
2019-03-13,82,-11.1,5491.62,823.74
2019-03-14,75,-4.5,4998.88,749.83
2019-03-15,71,-2.0,4647.46,697.12
2019-03-16,60,-6.3,4939.74,740.96
2019-03-17,86,4.6,4607.37,691.11
2019-03-18,71,-4.7,4833.11,724.97
2019-03-19,62,-2.1,4729.64,709.45
2019-03-20,60,0.5,4414.08,662.11
2019-03-21,80,-3.8,4879.57,731.94
2019-03-22,108,-8.6,5458.46,818.77
2019-03-23,107,-2.7,5088.61,763.29
2019-03-24,75,3.4,4654.29,698.14
2019-03-25,74,-1.8,5058.45,758.77
2019-03-26,91,-3.6,4923.74,738.56
2019-03-27,69,3.8,4225.58,633.84
2019-03-28,89,-1.0,4599.56,689.93
2019-03-29,97,-1.5,4981.73,747.26
2019-03-30,105,1.4,4858.15,728.72
2019-03-31,86,4.2,4665.4,699.81
2019-04-01,85,10.9,4341.46,651.22
2019-04-02,76,5.0,4254.09,638.11
2019-04-03,77,6.6,4160.56,624.08
2019-04-04,87,0.2,4869.51,730.43
2019-04-05,97,-1.6,5031.4,754.71
2019-04-06,106,3.0,4833.11,724.97
2019-04-07,81,3.5,4365.03,654.75
2019-04-08,117,-1.0,5262.82,789.42
2019-04-09,91,2.9,4934.32,740.15
2019-04-10,96,5.5,4721.21,708.18
2019-04-11,86,5.7,4441.24,666.19
2019-04-12,62,6.5,4283.9,642.58
2019-04-13,113,6.0,4632.88,694.93
2019-04-14,112,3.1,5116.24,767.44
2019-04-15,97,3.3,4800.11,720.02
2019-04-16,104,0.9,4705.91,705.89
2019-04-17,112,13.1,4459.4,668.91
2019-04-18,82,6.4,4564.21,684.63
2019-04-19,98,5.7,4641.98,696.3
2019-04-20,119,3.2,4984.05,747.61
2019-04-21,90,19.0,3961.34,594.2
2019-04-22,114,3.2,5056.38,758.46
2019-04-23,91,6.1,4502.79,675.42
2019-04-24,119,9.8,4404.69,660.7
2019-04-25,113,10.9,4562.4,684.36
2019-04-26,91,12.6,4455.97,668.4
2019-04-27,134,16.3,4548.96,682.34
2019-04-28,106,11.4,4780.47,717.07
2019-04-29,107,5.5,4861.87,729.28
2019-04-30,123,9.0,4858.56,728.78
2019-05-01,139,11.5,4840.89,726.13
2019-05-02,108,18.9,4323.76,648.56
2019-05-03,125,5.3,4952.78,742.92
2019-05-04,132,16.0,4540.66,681.1
2019-05-05,137,12.3,4886.11,732.92
2019-05-06,131,15.2,4470.8,670.62
2019-05-07,124,11.8,4531.61,679.74
2019-05-08,119,9.1,4591.46,688.72
2019-05-09,134,15.8,4923.7,738.56
2019-05-10,118,15.7,4532.01,679.8
2019-05-11,92,17.3,4211.67,631.75
2019-05-12,144,13.6,4659.63,698.94
2019-05-13,152,11.6,5087.71,763.16
2019-05-14,105,8.1,4642.27,696.34
2019-05-15,126,17.9,4555.13,683.27
2019-05-16,152,16.6,4649.51,697.43
2019-05-17,175,11.3,5271.71,790.76
2019-05-18,146,13.3,4789.38,718.41
2019-05-19,137,13.9,4617.45,692.62
2019-05-20,146,10.1,5106.66,766.0
2019-05-21,171,13.1,4895.55,734.33
2019-05-22,142,12.1,4950.33,742.55
2019-05-23,142,15.3,4825.53,723.83
2019-05-24,148,14.3,4699.81,704.97
2019-05-25,142,11.0,4792.88,718.93
2019-05-26,160,25.9,5062.57,759.39
2019-05-27,184,23.1,5180.18,777.03
2019-05-28,166,15.2,4954.82,743.22
2019-05-29,159,19.7,4934.53,740.18
2019-05-30,160,20.6,5144.45,771.67
2019-05-31,143,23.9,4694.37,704.16
2019-06-01,181,16.1,4843.22,726.48
2019-06-02,168,24.1,5166.83,775.02
2019-06-03,168,17.8,5216.5,782.47
2019-06-04,220,14.9,5620.34,843.05
2019-06-05,178,23.4,4932.16,739.82
2019-06-06,164,25.9,5118.52,767.78
2019-06-07,170,31.3,5440.04,816.01
2019-06-08,196,16.4,5354.43,803.16
2019-06-09,182,24.2,5000.82,750.12
2019-06-10,160,20.0,4834.98,725.25
2019-06-11,197,25.0,5271.06,790.66
2019-06-12,174,16.3,5046.02,756.9
2019-06-13,214,17.3,5392.05,808.81
2019-06-14,204,19.5,5368.51,805.28
2019-06-15,182,23.1,5123.78,768.57
2019-06-16,210,20.5,5257.0,788.55
2019-06-17,193,25.9,5536.06,830.41
2019-06-18,206,27.6,5697.17,854.57
2019-06-19,202,26.0,5401.31,810.2
2019-06-20,184,30.3,6017.49,902.62
2019-06-21,188,25.7,5448.61,817.29
2019-06-22,215,19.4,5434.51,815.18
2019-06-23,196,29.9,5986.13,897.92
2019-06-24,196,22.2,5534.27,830.14
2019-06-25,189,28.4,5569.82,835.47
2019-06-26,211,31.3,6086.81,913.02
2019-06-27,237,27.0,5837.14,875.57
2019-06-28,192,19.3,5193.92,779.09
2019-06-29,209,21.8,5364.64,804.7
2019-06-30,231,30.9,6246.11,936.92
2019-07-01,210,25.1,5611.63,841.74
2019-07-02,220,26.2,5836.34,875.45
2019-07-03,198,29.1,5771.47,865.72
2019-07-04,222,29.0,5797.79,869.67
2019-07-05,214,27.4,5639.34,845.9
2019-07-06,233,25.6,5761.01,864.15
2019-07-07,237,25.3,5820.67,873.1
2019-07-08,259,30.1,6611.67,991.75
2019-07-09,230,29.0,5892.31,883.85
2019-07-10,228,25.9,5757.0,863.55
2019-07-11,227,31.3,6352.64,952.9
2019-07-12,220,26.6,5735.23,860.29
2019-07-13,231,23.8,5754.98,863.25
2019-07-14,223,24.3,5615.4,842.31
2019-07-15,231,23.5,5699.14,854.87
2019-07-16,249,26.4,6033.09,904.96
2019-07-17,216,32.5,6278.21,941.73
2019-07-18,249,24.4,5686.31,852.95
2019-07-19,253,28.4,6208.31,931.25
2019-07-20,232,25.1,5837.52,875.63
2019-07-21,203,26.7,5691.38,853.71
2019-07-22,227,21.8,5807.44,871.12
2019-07-23,256,27.0,6127.68,919.15
2019-07-24,237,27.1,6219.5,932.93
2019-07-25,223,30.1,5974.22,896.13
2019-07-26,232,28.8,6273.67,941.05
2019-07-27,253,23.2,5992.49,898.87
2019-07-28,249,32.3,6376.73,956.51
2019-07-29,238,28.8,6182.83,927.43
2019-07-30,237,28.8,6115.32,917.3
2019-07-31,237,28.0,6154.47,923.17
2019-08-01,230,25.9,5800.57,870.09
2019-08-02,269,28.9,6417.24,962.59
2019-08-03,241,29.9,6450.73,967.61
2019-08-04,264,21.0,5957.19,893.58
2019-08-05,270,25.8,6365.73,954.86
2019-08-06,262,26.9,6206.61,930.99
2019-08-07,242,28.9,6430.85,964.63
2019-08-08,255,32.6,6493.46,974.02
2019-08-09,249,24.7,5846.89,877.03
2019-08-10,236,25.7,6109.24,916.39
2019-08-11,255,25.6,6004.48,900.67
2019-08-12,233,24.4,5988.82,898.32
2019-08-13,269,26.1,6391.48,958.72
2019-08-14,244,30.5,6301.76,945.26
2019-08-15,255,23.1,5615.04,842.26
2019-08-16,256,29.0,6332.72,949.91
2019-08-17,249,20.4,5829.74,874.46
2019-08-18,262,24.8,6262.97,939.45
2019-08-19,246,25.7,6220.15,933.02
2019-08-20,266,33.6,6682.5,1002.37
2019-08-21,233,25.7,5965.71,894.86
2019-08-22,256,17.8,6002.81,900.42
2019-08-23,283,18.5,6332.51,949.88
2019-08-24,239,26.5,6048.83,907.32
2019-08-25,244,28.7,5899.29,884.89
2019-08-26,262,27.6,6274.71,941.21
2019-08-27,257,26.7,5999.29,899.89
2019-08-28,260,30.5,6461.3,969.2
2019-08-29,262,23.5,6137.93,920.69
2019-08-30,264,29.1,6476.49,971.47
2019-08-31,271,18.8,6217.71,932.66
2019-09-01,261,21.6,5991.76,898.76
2019-09-02,251,17.8,5640.75,846.11
2019-09-03,264,23.8,5652.0,847.8
2019-09-04,283,24.5,6307.27,946.09
2019-09-05,252,25.0,5961.89,894.28
2019-09-06,239,24.6,5681.37,852.21
2019-09-07,270,20.4,5779.91,866.99
2019-09-08,251,23.2,5739.31,860.9
2019-09-09,220,17.8,5480.83,822.12
2019-09-10,265,29.0,6532.45,979.87
2019-09-11,244,22.1,5790.29,868.54
2019-09-12,251,21.2,6076.71,911.51
2019-09-13,257,29.3,6213.71,932.06
2019-09-14,254,17.7,5999.16,899.87
2019-09-15,261,18.0,5947.59,892.14
2019-09-16,244,17.9,5866.2,879.93
2019-09-17,258,21.8,5843.52,876.53
2019-09-18,245,23.5,5972.2,895.83
2019-09-19,260,24.5,6087.96,913.19
2019-09-20,257,31.6,6442.01,966.3
2019-09-21,234,12.1,5831.71,874.76
2019-09-22,263,23.3,5945.38,891.81
2019-09-23,238,18.4,5772.38,865.86
2019-09-24,258,18.0,5732.03,859.81
2019-09-25,251,17.6,5831.1,874.66
2019-09-26,272,16.2,6115.3,917.29
2019-09-27,240,26.3,5971.8,895.77
2019-09-28,238,22.7,5901.04,885.16
2019-09-29,242,19.1,5857.1,878.57
2019-09-30,237,24.2,5774.15,866.12
2019-10-01,253,12.4,6049.62,907.44
2019-10-02,215,12.9,5642.09,846.31
2019-10-03,223,9.2,5907.21,886.08
2019-10-04,222,14.9,5308.8,796.32
2019-10-05,251,18.0,5790.27,868.54
2019-10-06,262,17.5,5728.33,859.25
2019-10-07,234,17.4,5848.74,877.31
2019-10-08,232,10.9,5857.87,878.68
2019-10-09,234,19.4,5628.0,844.2
2019-10-10,250,16.9,5959.52,893.93
2019-10-11,217,18.6,5541.85,831.28
2019-10-12,234,7.8,5858.06,878.71
2019-10-13,244,16.3,5751.36,862.7
2019-10-14,236,10.0,5897.95,884.69
2019-10-15,230,12.9,5494.75,824.21
2019-10-16,241,16.3,5626.96,844.04
2019-10-17,184,14.2,5185.12,777.77
2019-10-18,234,10.1,5903.73,885.56
2019-10-19,212,13.3,5326.93,799.04
2019-10-20,194,6.8,5823.55,873.53
2019-10-21,228,17.2,5578.68,836.8
2019-10-22,239,11.5,5917.8,887.67
2019-10-23,215,16.5,5517.6,827.64
2019-10-24,230,9.6,5784.99,867.75
2019-10-25,239,9.3,6079.51,911.93
2019-10-26,233,8.0,5950.22,892.53
2019-10-27,237,14.3,5631.45,844.72
2019-10-28,222,7.6,5993.8,899.07
2019-10-29,211,12.7,5786.25,867.94
2019-10-30,184,8.3,5586.54,837.98
2019-10-31,203,1.6,6116.53,917.48
2019-11-01,193,6.9,5555.91,833.39
2019-11-02,237,4.2,5979.87,896.98
2019-11-03,200,8.7,5850.1,877.52
2019-11-04,203,3.5,6200.53,930.08
2019-11-05,208,11.7,5809.19,871.38
2019-11-06,199,7.3,5629.81,844.47
2019-11-07,222,6.7,5777.87,866.68
2019-11-08,186,9.7,5276.96,791.54
2019-11-09,197,10.6,5258.05,788.71
2019-11-10,182,6.4,5527.82,829.17
2019-11-11,171,3.1,5818.12,872.72
2019-11-12,181,-1.2,5855.11,878.27
2019-11-13,188,2.8,5812.93,871.94
2019-11-14,180,2.8,5891.01,883.65
2019-11-15,175,5.4,5454.6,818.19
2019-11-16,163,3.3,5789.29,868.39
2019-11-17,181,7.1,5799.1,869.87
2019-11-18,158,1.6,5486.49,822.97
2019-11-19,191,3.6,5679.08,851.86
2019-11-20,179,8.2,5533.96,830.09
2019-11-21,154,4.6,5279.29,791.89
2019-11-22,170,2.7,5411.13,811.67
2019-11-23,162,0.2,5803.11,870.47
2019-11-24,176,-0.2,5958.7,893.8
2019-11-25,190,-1.3,5998.26,899.74
2019-11-26,140,-0.4,5217.24,782.59
2019-11-27,169,4.5,5305.69,795.85
2019-11-28,163,0.4,5631.41,844.71
2019-11-29,174,-4.4,5870.98,880.65
2019-11-30,165,7.8,5251.08,787.66
2019-12-01,149,1.7,5560.09,834.01
2019-12-02,154,-5.4,5891.87,883.78
2019-12-03,146,-1.8,5742.52,861.38
2019-12-04,172,0.1,5572.2,835.83
2019-12-05,155,6.2,5215.3,782.3
2019-12-06,181,-5.3,6171.12,925.67
2019-12-07,150,2.8,5434.9,815.24
2019-12-08,139,4.3,5416.75,812.51
2019-12-09,126,-4.1,5489.3,823.4
2019-12-10,120,-2.9,5587.85,838.18
2019-12-11,122,-6.2,5559.67,833.95
2019-12-12,148,-3.1,5771.37,865.71
2019-12-13,150,-2.6,5564.62,834.69
2019-12-14,117,-0.1,5153.43,773.01
2019-12-15,153,1.4,5598.23,839.73
2019-12-16,131,-6.1,5813.05,871.96
2019-12-17,139,-11.2,5993.39,899.01
2019-12-18,159,-3.6,5740.51,861.08
2019-12-19,147,-2.6,5786.01,867.9
2019-12-20,128,-3.0,5067.96,760.19
2019-12-21,117,-5.4,5180.34,777.05
2019-12-22,97,-3.8,5213.2,781.98
2019-12-23,117,1.5,5081.08,762.16
2019-12-24,123,-3.2,5445.01,816.75
2019-12-25,110,-6.4,5371.21,805.68
2019-12-26,121,-7.0,5593.28,838.99
2019-12-27,123,-5.9,5354.56,803.18
2019-12-28,117,1.2,5181.46,777.22
2019-12-29,110,-6.3,5506.3,825.95
2019-12-30,121,-5.8,5633.23,844.98
2019-12-31,123,-7.8,5863.16,879.47
2020-01-01,39,-1.6,4437.62,665.64
2020-01-02,54,1.7,4450.95,667.64
2020-01-03,44,-4.5,4354.13,653.12
2020-01-04,44,-6.1,4574.98,686.25
2020-01-05,48,-6.4,4681.66,702.25
2020-01-06,45,-16.2,5277.9,791.68
2020-01-07,49,-3.8,4512.61,676.89
2020-01-08,44,-6.3,4786.17,717.93
2020-01-09,38,-5.3,4555.29,683.29
2020-01-10,44,-9.9,4801.66,720.25
2020-01-11,34,-8.7,4706.02,705.9
2020-01-12,41,-8.9,4692.37,703.86
2020-01-13,40,-3.3,4422.16,663.32
2020-01-14,38,-8.9,4465.49,669.82
2020-01-15,38,0.8,4244.34,636.65
2020-01-16,30,-5.8,4426.02,663.9
2020-01-17,35,-12.7,4783.21,717.48
2020-01-18,39,-8.2,4761.34,714.2
2020-01-19,39,-10.4,4894.21,734.13
2020-01-20,31,-16.6,5026.15,753.92
2020-01-21,44,-1.4,4596.21,689.43
2020-01-22,31,-5.1,4559.81,683.97
2020-01-23,42,-5.8,4576.8,686.52
2020-01-24,38,-7.3,4577.09,686.56
2020-01-25,32,-13.5,4910.0,736.5
2020-01-26,46,-9.9,4935.21,740.28
2020-01-27,30,-4.6,4652.79,697.92
2020-01-28,40,-12.2,5067.83,760.17
2020-01-29,40,-18.1,5074.49,761.17
2020-01-30,30,-8.9,4620.39,693.06
2020-01-31,42,-8.6,4846.56,726.98
2020-02-01,32,-7.4,4750.53,712.58
2020-02-02,35,-5.0,4655.05,698.26
2020-02-03,34,-5.4,4509.34,676.4
2020-02-04,32,-6.9,4376.63,656.5
2020-02-05,37,-3.1,4297.16,644.57
2020-02-06,37,-13.9,4974.65,746.2
2020-02-07,30,-5.8,4545.26,681.79
2020-02-08,39,-5.2,4399.34,659.9
2020-02-09,30,-12.6,4809.66,721.45
2020-02-10,37,-13.6,5015.76,752.36
2020-02-11,38,-10.5,4619.61,692.94
2020-02-12,30,-10.1,4855.58,728.34
2020-02-13,30,-4.4,4375.0,656.25
2020-02-14,30,-9.8,4862.77,729.42
2020-02-15,30,-10.6,4633.68,695.05
2020-02-16,30,-9.6,4511.46,676.72
2020-02-17,35,-2.5,4333.36,650.0
